Name,Description,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000201581.1,RN7SKP78,0.105191,0.189196,0,0.134017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404214,0,0,0,0.196091,0,0.275542,0,0.0688231,0.147684,0.12953,0,0.172183,0,0.114505,0,0.101222,0.30907,0,0.163878,0,0,0,0.397129
ENSG00000263628.1,MIR3155A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213994.3,RP11-414H17.5,0.646844,0.765644,0.165127,0.825416,0.497452,0.30408,0.155097,0.210904,0.16795,0.344444,0.160226,0.222368,0.193358,0.181109,0.215872,0.366163,0.196137,0.29046,0.272576,0.208088,0.508164,0.150312,0.258583,0.224065,0.303906,0.200179,0.0965211,0.393105,0.168222,0.277811,0.481871,0.111444,0.120788,0.120671,0.611944,0,0.263642,0.192756,0.414506,0.165652,0.289773,0.0727043,0.777521,0.141082,0.206341,0.204016,0.119256,0.223422,0.117919,0.722801,0,0.173607,0.201701,0.229497
ENSG00000238366.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341726
ENSG00000215244.2,RP11-563J2.2,0.591976,0.92963,0.165984,1.94154,0.733776,0.538396,0.807953,0.54364,0.423334,0.861721,0.201437,0.347361,0.422658,0.384687,0.634703,0.627488,0.720326,0.634054,0.634021,0.63605,0.781776,0.169607,0.854946,1.37029,1.04182,0.76546,0.386129,0.639168,0.505122,0.524732,1.5902,0.165232,0.099861,0.436707,2.92267,0.18096,1.45914,0.685563,0.230313,0.984121,1.44334,0.304722,0.461401,0.894597,0.500394,0.416612,0.583519,1.63157,0.400779,0.452567,0.422088,0.856516,1.00833,3.43859
ENSG00000226705.1,SDCBPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560172
ENSG00000212743.2,RP11-563J2.3,0.793751,1.07953,0.234044,2.94267,1.11987,0.833075,0.912915,0.297415,0.270664,0.474404,0.184588,0.286926,0.292622,0.219444,0.361445,0.386302,0.390126,0.305778,0.592501,0.39538,0.917195,0.169748,0.576499,1.30374,1.20201,1.0905,0.579899,0.989977,0.528522,0.803204,1.63778,0.18081,0.0973865,0.611532,3.08787,0.251628,2.13357,0.757865,0.131034,1.43054,1.77694,0.295631,0.635492,1.18617,0.812037,0.641451,0.825488,2.7437,0.586258,0.579765,0.464147,0.962577,1.04756,3.64008
ENSG00000065675.14,PRKCQ,0.705899,1.18719,0.531527,0.613191,0.562436,0.186129,1.00052,3.51744,2.35563,3.71877,0.845255,1.21479,3.19391,3.87955,4.31852,4.79729,2.21867,4.50346,5.74607,4.54752,0.662464,0.0780009,0.10306,3.0048,3.80389,1.05825,1.56058,4.73812,0.921488,7.87819,2.48852,0.163416,0.0792495,2.4637,13.2822,0.36582,6.48115,0.999574,49.773,0.412848,1.72654,2.36623,0.852465,1.12523,0.434542,0.323446,4.59047,7.44043,1.42608,2.23522,23.1873,1.58303,1.20059,6.18869
ENSG00000237943.6,PRKCQ-AS1,0.440177,0.839269,0.518063,0.316301,0.428175,0.106121,0.824123,2.82679,1.59149,2.54633,0.659105,0.796969,1.92004,2.43732,3.56958,2.61836,1.644,3.47456,3.78866,3.57184,0.56675,0.548368,0.142544,1.65435,1.91271,0.582819,1.26387,1.15058,0.869924,1.77246,1.49475,0.115385,0.0471193,1.38932,9.20454,0.426924,2.47293,0.565759,10.6668,0.365902,1.66449,0.996295,0.453074,0.9282,0.27109,0.202631,3.05297,4.04735,0.965687,3.45676,5.54168,1.07537,1.07601,3.00475
ENSG00000225948.2,RP11-554I8.1,0.0711447,0.14118,0,0,0.0856046,0,0,0.252463,0.0836824,0.201149,0,0,0.178819,0.14043,0.334743,0.136633,0.108179,0.273376,0.286569,0.261485,0,0,0,0.0950439,0.0704903,0.0673881,0.212202,0.107179,0.0875738,0.231121,0.719322,0,0,0.12736,0.861331,0.0518415,0.618502,0.104679,0.83838,0,0,0.121906,0,0.15488,0,0,1.0632,1.69751,0.114585,1.07433,0.641048,0,0.166313,0.815182
ENSG00000223784.1,LINP1,0,0.115433,0,0,0,0,0.164139,0.0523731,0,0.248683,0,0,0,0,0.068821,0,0.12252,0.121237,0,0,0.0860118,0.259043,0,0,0.0321357,0,0,0,1.45577,0,0.863044,0.103886,1.59422,0.200912,0.102223,0.178621,0,0.478676,4.60598,0,0,0,1.48939,0,0.114527,0.121,0,0,0,0.103221,0.102739,0,0.185908,0
ENSG00000281186.1,LINC00706,0,0,0,0,0,0,0,1.63762,0.462886,1.68963,0.101832,0.150312,0.836635,0.896351,2.04247,1.39023,0.710454,1.85248,0.799951,2.11248,0,0.66953,0,0,0,0,0,0,0,0,0.181771,0,0,0.208167,0,0,0,0,0,0.0669448,0,0,0.748865,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238266.1,LINC00707,0,0.105778,0,0,0,0,0.0265653,0.225297,0.104936,0.449252,0.031724,0.036234,0.0891713,0.0969868,0.23436,0.266079,0.237311,0.31131,0.255951,0.287837,0.0590198,4.90819,0,0.0648989,0.0670771,0.0671103,0.039211,0.0353209,0.174266,0.0638408,0.276281,0,0.0246807,0.139477,0.200413,0.0341441,0.0350818,0.19631,0.0776297,0.134126,0.0334432,0,0.464021,0.0335591,0.169982,0.153842,0.0506692,0.0780804,0.0135519,0.629713,0,0.0279633,0.0391895,0
ENSG00000234248.1,RP11-799O21.2,0,0,0,0,0,0,0,0.0792394,0.069278,0.102769,0,0,0,0,0,0.0882887,0.106055,0.0743676,0.172362,0.155883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09679,0,0,0,0
ENSG00000223581.1,RP11-393K12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3958,0,0,0,0
ENSG00000270811.1,RP11-393K12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198879.11,SFMBT2,4.36846,4.96372,4.20086,2.00989,2.75463,1.83575,6.21786,3.48666,3.39916,3.405,9.60205,8.61395,3.01255,3.39613,2.89988,4.90927,3.62482,2.49912,7.45018,3.62538,7.11358,0.520829,25.1303,6.35707,7.02667,3.02276,2.70002,6.54018,1.20162,7.1152,7.10846,2.77361,1.90017,2.14223,3.36264,0.593083,6.88909,2.98454,2.06009,9.69033,13.1607,0.706218,9.04067,8.96963,1.83823,2.333,4.98725,12.7252,2.54096,2.75991,6.04056,8.26762,6.39224,1.01115
ENSG00000235141.1,COX6CP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278982.1,RP5-1031D4.3,0.0440928,0.0825379,0.53254,0.0929731,0.0724297,0.0231462,0.142204,0.823489,0.673227,0.632437,0.339689,0.414704,0.55303,0.522904,0.721453,0.881096,0.707986,0.537424,0.916386,0.747282,0.111606,0,0.438492,0.0563992,0.11145,0.058265,0.186923,0.103839,0.0502201,0.150293,0.109963,0.0490406,0.0412458,0.102409,0.305575,0,0.131748,0.132737,0.12861,0.169019,0.256783,0.0348893,0.378905,0.745613,0,0,0.269466,0.600711,0.119086,0.246529,0.148405,0.0828713,0.0886124,0.0278449
ENSG00000232591.1,RP5-1031D4.2,0,0,0.145303,0,0,0,0,0.0937791,0.045814,0.05431,0,0,0.0505588,0.0494848,0.0596056,0.0809281,0.0654829,0.0454423,0.126408,0.100993,0,0,1.36023,0,0,0,0.071625,0,0,0,0.0645839,0,0,0,0.0559758,0,0,0.0801504,0,0.0673508,0,0,0.059323,0,0,0,0.194815,0.285603,0,0,0,0,0,0
ENSG00000207453.1,RNU6-535P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230121.1,RP11-385N23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627918,0,0.230094,0,0,0,0,0,0,0,0.667537,0,0,0,0
ENSG00000123243.14,ITIH5,107.184,53.3691,0.697713,27.5389,21.4668,71.2227,59.3703,5.6917,7.04008,9.53726,4.10727,5.03356,7.95804,8.2881,6.95725,6.39319,4.91285,10.2509,5.20806,8.41624,46.2659,0.100777,0.0873494,24.383,22.5363,73.6966,25.0263,41.8386,7.52824,28.9387,10.299,3.99818,3.98972,10.2161,12.6573,0.438768,17.8683,6.52419,4.49412,27.994,12.8013,3.23977,5.06277,26.4405,6.57357,10.0452,17.4258,0.908945,16.0942,8.85765,32.0224,24.72,15.8392,0.0463989
ENSG00000151655.18,ITIH2,0.111694,0.0837281,0.211634,0.326466,0.275807,0.245324,0.244644,0.654596,0.67336,1.66167,1.99811,1.99931,0.494245,0.483566,1.0954,1.3339,0.887806,2.23688,1.29112,1.70854,0.148335,0.0475797,0.0753547,0.220553,0.338122,0.243219,0.152434,0.204343,0.0854369,0.204248,0.39432,0.067962,0.0567324,0.171726,0.636811,262.708,0.283598,0.150472,0.166226,0.316018,0.168564,0.166742,2.60328,0.230582,0.135835,0.15367,0.215824,0.32174,0.175235,0.39064,0.21636,0.283688,0.16365,0.158691
ENSG00000151657.11,KIN,5.5451,4.83257,4.47171,6.10159,6.15573,6.08954,6.0188,2.12835,2.20369,2.6899,8.9443,8.40545,2.52995,2.99863,2.33815,2.95881,2.58738,2.1496,3.60067,2.32673,5.71288,6.85481,6.66293,8.43781,8.73658,5.58224,4.61562,5.09613,4.1108,4.83647,7.62228,2.29654,1.70634,2.77059,4.65155,2.84665,5.81472,5.06803,2.38063,8.29836,8.17118,2.32791,6.87342,6.69543,4.21623,4.44476,4.9964,6.22102,3.95077,6.5345,9.06745,8.94732,6.63459,2.03375
ENSG00000165629.19,ATP5C1,125.185,114.314,278.721,126.065,131.81,143.331,135.171,73.763,90.204,85.4001,137.689,118.476,88.9478,124.711,71.6256,89.918,87.4498,73.7864,83.1689,78.5007,116.389,182.611,241.022,125.211,128.707,162.5,170.281,140.321,153.685,149.137,131.347,222.751,302.395,142.218,200.215,96.4332,113.098,110.571,195.844,124.924,113.334,69.4915,109.543,98.7873,116.075,121.439,134.478,98.5832,141.49,83.074,138.975,132.093,128.234,32.5207
ENSG00000165632.7,TAF3,10.3493,7.96453,5.92683,11.4824,10.544,14.9462,10.0112,4.49488,4.65504,4.75194,13.7366,10.8155,4.62987,5.87898,4.47675,6.77367,5.021,4.43137,8.34981,6.23829,9.0632,9.02923,9.13324,12.1205,12.3108,9.97117,5.52814,9.40096,4.45069,9.1303,11.3635,4.09382,3.86705,3.6941,4.30396,2.35505,8.55151,5.60001,8.61006,13.0928,12.1642,2.61289,6.61112,7.43817,9.38671,9.8864,6.70381,7.04998,4.64452,16.2868,9.73188,13.0767,8.99736,1.8416
ENSG00000233990.1,RP11-401E9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197308.9,GATA3-AS1,0.0395807,0.0912416,0.0561003,0,0.0318682,0,2.03504,0,0,0,0,0,0,0,0,0.0237744,0,0,0.0203588,0.138608,2.82538,0.0189331,0.0945868,0,0.0269814,0,0,0,0,0,0,0.130102,0.0519759,6.93112,9.8256,0.0298562,0.0518625,0.0185674,0,0,0,0,3.40198,2.17402,3.51833,1.58888,0.0372956,0.105228,0,1.01576,0.0459583,0,0.437514,0.0350909
ENSG00000232638.1,RP11-379F12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107485.15,GATA3,4.58056,4.30831,3.62993,0.713811,2.35223,0.289619,14.6949,0.0609605,0.0381579,0.0524344,0.0365726,0.0707523,0.0675713,0.0469593,0.0627628,0.247227,0.0497955,0.0557896,0.285758,0.88312,44.5288,0.396923,6.43652,1.78288,1.52076,0.485562,0.875488,0.535913,0.841906,0.717157,0.840445,1.19274,1.08585,21.0903,29.73,0.672806,6.29167,9.28462,1.01852,0.818789,0.247007,0.10389,6.55424,17.5828,269.399,244.121,2.85829,10.3411,0.551061,0.490726,5.92804,0.527633,17.7181,2.85669
ENSG00000225053.1,PRPF38AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232170.5,LINC00708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766657,0,0,0,0
ENSG00000226861.1,RP5-1119O21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101223,0,0,0,0
ENSG00000226990.1,RP11-543F8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271251.1,RP11-543F8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213771.3,KRT8P37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274253,0,0,0,0,0,0,0,0.0204952,0,0,0,0,0,0,0,0,0,0,0,0.0222442,0,0,0.145686,0,0,0,0
ENSG00000236420.1,CHCHD3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975253,0,0,0,0,0,0,0,0,0
ENSG00000212505.1,RNA5SP299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270234.1,RP11-575N15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234752.1,RP11-428L9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312711,0,0,0,0
ENSG00000223808.1,RP11-428L9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4384,0,0,0,0
ENSG00000230014.1,LINC00709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235838.1,HSP90AB7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318928,0,0,0,0
ENSG00000228636.1,RP5-1051H14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6713,0,0,0,0
ENSG00000224788.1,RP5-933E2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163016,0,0,0,0
ENSG00000229919.3,ELOCP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200849.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272436.1,CUX2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234306.1,RP11-271F18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279575.1,RP11-271F18.3,0,0,0,0,0,0,0,0,0.0581568,0.0612078,0,0,0.0907788,0.099149,0,0,0.072785,0.0409991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263,0,0,0,0,0,0
ENSG00000270111.2,RP11-271F18.4,0,0,0,0,0,0,0,1.73041,3.84567,4.55793,0,0,4.18304,5.88677,1.65544,0.189284,4.63892,3.36538,0,0.588598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277737,0,0,0,0,0,0,0.0428997,0,0,0,0
ENSG00000228997.1,RP1-186E20.1,0,0,0,0,0,0,0,0,0.0607045,0.0586674,0,0,0,0.0603025,0,0,0,0.0671064,0,0,0,0.131153,0,0,0,0,0.0768004,0,0,0,0,0,0,0,0,0,1.61595,0,0,0,0,0,0,0,0,0,0.152873,0,0,1.15504,0,0,0,0
ENSG00000225383.7,SFTA1P,1.64015,2.02557,0,1.34846,2.00239,0.865223,1.07175,2.10495,2.4516,3.27852,0.860965,0.988506,2.10378,2.41026,1.8357,1.29423,1.45464,2.85726,0.677238,2.03465,1.935,3.21319,0,0,0.025332,0.0900648,2.07637,0.135296,0.132049,0.0984872,0.0821531,1.14732,0.135091,0,0,0,101.881,0.330498,0,0.265695,0.538122,0,0.413976,0,0.142804,0.124473,3.12368,0,0.0829077,0.184077,1.3016,0,0,0
ENSG00000048740.18,CELF2,36.3431,28.004,2.93971,21.3495,25.0186,23.5167,20.4843,14.6526,23.6852,20.7456,35.4825,32.3222,28.6492,35.5665,15.5081,11.9993,28.9744,14.1901,8.78449,8.16214,22.4567,8.37568,48.661,10.1887,12.8396,23.6397,16.0912,34.3005,6.46154,36.6313,18.5182,14.319,8.9824,1.57224,1.72564,1.03458,40.7609,11.3293,9.43712,52.4594,36.5948,1.00053,9.21551,10.0919,8.29668,10.659,30.9301,35.306,6.69072,7.04171,11.3368,19.1265,10.5208,40.6509
ENSG00000229240.8,LINC00710,0.0214105,0.0199277,0,0.0231015,0.01467,0,0.014696,0.006694,0.0253343,0.0322017,0,0,0.026019,0.0265548,0.0095395,0,0.0201181,0.0208189,0,0,0.0170899,0,0,0,0,0,0,0.0187608,0,0.016075,0,0.0259579,0,0,0,0,0.02305,0,0,0,0.0472159,0,0,0,0,0,0,0,0,23.2166,0,0.0187572,0,0
ENSG00000231496.1,RP1-251M9.2,0.10885,0.0883467,0,0.040541,0,0,0.0910411,0,0.0320237,0,0,0,0.0348822,0.0483813,0,0,0,0,0,0,0.089768,0,0,0.110206,0.0375008,0,0,0,0,0.0567879,0,0.251267,0.026958,0,0,0,0.117674,0,0,0,0.109912,0,0,0,0,0,0,0,0,1.83538,0,0,0,0
ENSG00000228027.1,RP1-251M9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4258,0,0,0,0,0,0,0,0,0,0,0,0,0.181697,0,0,0,0
ENSG00000229206.3,RP11-397O4.1,0.0476515,0.0748071,0,0,0,0,0,0,0.0896927,0.130213,0.289293,0.296337,0.0900117,0.119294,0.063832,0,0.120231,0.0846032,0,0,0,0,0,0,0,0,0,0,0,0,0.0781688,0.0591781,0,0,0,0,0.0652808,0,0,0.280797,0.257948,0,0.0915063,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237986.3,CELF2-AS2,0,0,0,0,0,0,0,0.0182855,0.0256704,0.0544151,0.0428666,0.11499,0.0178762,0.0275143,0.0360071,0.0181702,0.033705,0.0265129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161123,0,0,0,0,0,0,0,0.056369,0.0374922,0,0,0,0,0,0,0,0,4.66633,0,0,0,0
ENSG00000230322.1,RP3-323N1.2,0,0.0456405,0,0,0,0,0,0,0.0405995,0.0867186,0.0836467,0.117376,0,0.0682279,0,0,0.068573,0.0596728,0,0,0,0,0.674208,0,0.056088,0,0,0,0,0,0,0,0,0,0,0,0.112537,0,0,0.410044,0,0,0,0,0,0,0,0.108797,0,0,0,0,0,0.33135
ENSG00000181800.5,CELF2-AS1,2.08447,1.19645,0.126444,1.25309,1.08258,1.11355,0.914366,0.127973,0.237205,0.304704,0.510971,1.4599,0.769082,0.358813,0.174356,0.17411,0.397209,0.179548,0.287829,0.0968075,1.44076,0.271556,2.09366,1.18527,0.93602,1.01947,0.645011,1.50967,0.289283,1.31566,1.05538,1.03506,0.517613,0.0557109,0.015734,0.0886546,3.33439,0.826214,0.404223,5.80302,2.72201,0.0449667,0.723745,0.516369,0.597866,0.850528,1.17255,0.691428,0.326852,7.83942,0.829077,1.09252,0.814614,1.63448
ENSG00000280086.1,RP11-544P1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60644,0,0,0,0
ENSG00000148429.14,USP6NL,4.20865,3.28442,3.58663,3.39734,3.68022,3.29473,3.09366,1.26509,1.45163,1.36025,1.88825,2.39612,1.68414,1.85798,1.58845,1.85218,1.25449,1.10439,4.30717,2.09894,4.01195,3.5938,10.476,3.43778,3.46178,3.08337,2.77532,2.5777,13.0421,2.92056,3.71519,1.51054,0.831195,1.38172,1.87874,2.55426,5.33582,4.21326,0.587411,10.4054,4.63202,1.04474,3.84239,3.08711,5.9518,6.11594,3.64434,6.27889,2.35734,11.7419,3.51148,3.80297,6.70269,0.630727
ENSG00000271360.1,RP11-138I18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139796,0,0,0,0,0,0,0,0,0,0,0,0.0352621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94166,0,0,0,0
ENSG00000271046.1,RP11-138I18.2,0,0,0,0,0,0,0,0.219316,0.125768,0.191201,0.0644331,0,0.118537,0.134746,0.281738,0.181845,0.155265,0.121109,0.662436,0.415282,0,0,1.32113,0,0,0,0.110476,0,0.744726,0,0.0805883,0,0,0.0247948,0,0,0,0.154997,0,0.066547,0.0553161,0,0,0.0513031,0.0783674,0.0829077,1.1902,4.14593,0,0.203361,0,0.12607,0.365158,0.111395
ENSG00000134463.14,ECHDC3,54.8613,55.3387,31.4995,8.64856,14.205,7.56703,15.8492,1.53589,0.978572,1.46303,4.17327,4.38662,1.09686,0.89087,1.13089,1.58299,1.31403,1.16445,2.3905,1.60085,41.871,6.17102,8.87195,24.4948,20.3664,6.2758,6.99119,9.53061,26.1255,9.70404,19.4397,22.9294,31.9194,40.5568,35.5704,84.2473,27.06,17.8612,73.2688,16.3058,16.2086,14.8345,15.4085,21.8575,28.329,27.7843,6.42165,21.0451,26.0148,26.9017,32.4139,19.8179,24.1841,9.85722
ENSG00000148426.12,PROSER2,3.97583,4.13176,1.22968,4.1349,3.19207,2.56884,3.16601,0.369658,0.401478,0.588267,0.791076,0.898367,0.513817,0.446912,0.470143,0.666842,0.53545,0.618166,0.635638,0.61287,4.78089,3.14566,0.339529,2.60376,4.24505,1.30829,3.12967,1.30898,8.04515,1.08405,4.47781,0.888924,0.392677,4.61361,13.6,14.1419,12.6567,7.92038,0.808068,21.8665,2.9218,3.51512,1.90486,10.8365,4.63361,5.13854,1.55086,7.7711,5.15029,7.33642,9.66524,3.9345,6.73492,0.642287
ENSG00000225778.5,PROSER2-AS1,0.146866,0.376832,0.102979,0.375857,0.44983,0.218564,0.17258,0.718534,0.709622,1.9472,2.66282,2.31702,0.64916,0.607889,0.544078,1.63225,2.23992,1.64942,0.605742,1.37337,0.500547,0.108838,0.0201355,0.328478,0.397608,0.0973606,0.106788,0.146091,0.631275,0.137969,0.748437,0.606852,0.177516,0.286139,0.809512,0.584509,0.411026,0.54451,0.302918,0.509882,0.241569,0.177504,2.41659,0.83867,0.595989,0.696569,0.0763083,0.161278,0.172871,12.8753,4.80473,0.337878,0.627364,0.017808
